CTE, steer_value
0.233,-0.0328077
0.2312,-0.0357763
0.227,-0.0289838
0.2246,-0.0331102
0.2221,-0.0324217
0.2167,-0.0241575
0.2137,-0.0296943
0.2075,-0.020533
0.2042,-0.02728
0.2008,-0.0264345
0.1937,-0.0158538
0.19,-0.0237935
0.1825,-0.0128905
0.1786,-0.0213003
0.1709,-0.0103625
0.1669,-0.0190074
0.163,-0.0185797
0.155,-0.006832
0.151,-0.0162344
0.143,-0.0047392
0.139,-0.0141416
0.1313,-0.00345622
0.1275,-0.012641
0.1237,-0.0119783
0.1163,-0.00159772
0.1126,-0.0102949
0.1055,-0.0004717
0.1021,-0.00922124
0.0955,9.8e-06
0.0924,-0.00828706
0.0894,-0.00801636
0.0835,0.0003351
0.0807,-0.00700408
0.0755,-3.72e-05
0.073,-0.0064187
0.0709,-0.00706246
0.0731,-0.0183036
0.0801,-0.0316444
0.0961,-0.0571598
0.1002,-0.0278274
0.1111,-0.0468983
0.1431,-0.105757
0.16,-0.0705765
0.1918,-0.113745
0.207,-0.0744808
0.2355,-0.113034
0.249,-0.0775131
0.2739,-0.110641
0.2855,-0.0790812
0.2964,-0.0792147
0.3167,-0.10649
0.3261,-0.0806068
0.3427,-0.101682
0.3501,-0.0797424
0.3567,-0.0788735
0.3684,-0.0937915
0.3734,-0.077746
0.3814,-0.0867162
0.3844,-0.0746144
0.3887,-0.0786468
0.3899,-0.0710286
0.3905,-0.0696182
0.3902,-0.0672934
0.3892,-0.0653515
0.3877,-0.0638274
0.3832,-0.0554676
0.3802,-0.0587319
0.3729,-0.0466013
0.3685,-0.0531564
0.3638,-0.0515792
0.3532,-0.0348331
0.3472,-0.0454017
0.3345,-0.0262693
0.3277,-0.0399809
0.3134,-0.0185495
0.298,-0.0130862
0.2736,0.0138942
0.2569,-0.00263586
0.2486,-0.0223983
0.2403,-0.0209508
0.2234,0.00371154
0.2148,-0.0157461
0.1978,0.00842868
0.1893,-0.0115514
0.1727,0.0117961
0.1644,-0.00771386
0.1485,0.0142491
0.1413,-0.00646272
0.1354,-0.00871626
0.1284,-0.00471796
0.1253,-0.0140248
0.1249,-0.0207726
0.1263,-0.0255617
0.1291,-0.029585
0.1305,-0.0262942
0.1318,-0.0262684
0.1343,-0.0297344
0.1355,-0.0266612
0.1377,-0.0295699
0.1387,-0.0267143
0.1396,-0.0266187
0.1413,-0.0289352
0.142,-0.0265323
0.1432,-0.0280041
0.1437,-0.0263238
0.1441,-0.026141
0.1447,-0.0267507
0.1449,-0.0257756
0.1451,-0.0258104
0.145,-0.0250355
0.1449,-0.0250181
0.1444,-0.0239209
0.1441,-0.0243735
0.1432,-0.0227016
0.1426,-0.0233544
0.1414,-0.0216302
0.1406,-0.0225006
0.139,-0.0202016
0.1381,-0.0218121
0.1371,-0.0213852
0.135,-0.0182415
0.1328,-0.0176053
0.1279,-0.00993326
0.1266,-0.0187965
0.1253,-0.0185698
0.1227,-0.0148339
0.1214,-0.0178897
0.1187,-0.0138838
0.1174,-0.0171921
0.1147,-0.0131862
0.1134,-0.0164945
0.1108,-0.0127585
0.112,-0.0225628
0.1224,-0.0476066
-0.1531,0.722338
0.1528,-0.799046
0.187,-0.118968
0.2089,-0.0917297
0.2531,-0.155746
0.2744,-0.101638
0.3141,-0.155022
0.3328,-0.105258
0.3506,-0.10609
0.3841,-0.151575
0.3998,-0.109368
0.4281,-0.146118
0.4409,-0.109213
0.4527,-0.108746
0.4737,-0.135638
0.4829,-0.107448
0.4983,-0.125789
0.5046,-0.10391
0.5141,-0.113647
0.5174,-0.0985671
0.5212,-0.100492
0.5217,-0.092247
0.5214,-0.0901747
0.5181,-0.0820241
0.5153,-0.0827983
0.5072,-0.0680032
0.502,-0.0744188
0.4896,-0.0540762
0.4824,-0.0659506
0.4746,-0.0630752
0.4571,-0.0355307
0.4474,-0.0535341
0.4268,-0.0224189
0.4157,-0.0444706
0.3928,-0.0106818
0.3808,-0.0361115
0.3686,-0.0334788
0.3431,0.00455086
0.33,-0.0244745
0.3035,0.0139821
0.29,-0.0164885
0.2766,-0.014404
0.2495,0.0249147
0.2357,-0.00626108
0.2088,0.0315078
0.1955,-0.0005127
0.1824,0.00126694
0.1565,0.0381039
0.1436,0.00752866
0.119,0.0413614
0.1071,0.0113693
0.0844,0.0425981
0.0736,0.0144342
0.0632,0.0152379
0.0432,0.0429659
0.0337,0.0181102
0.0162,0.0413622
0.008,0.0193098
-0.0069,0.0388259
-0.0136,0.0192893
-0.0199,0.0193781
-0.0312,0.0339738
-0.0363,0.0192082
-0.0409,0.018748
-0.0486,0.0279183
-0.0522,0.0181937
0.0912,-0.37799
0.1363,-0.137648
0.021,0.28747
0.0022,0.0470863
0.0256,-0.0635496
0.0739,-0.134846
0.098,-0.0779437
0.1438,-0.140724
0.1658,-0.0844655
0.1869,-0.0858729
0.2275,-0.142191
0.2469,-0.0920444
0.2829,-0.140238
0.2996,-0.0944177
0.3301,-0.134582
0.344,-0.0950911
0.3569,-0.0948159
0.3802,-0.125139
0.3907,-0.0946506
0.4086,-0.116457
0.4162,-0.0917753
0.4283,-0.105248
0.433,-0.0873827
0.4368,-0.0857729
0.4419,-0.0899449
0.4432,-0.0805766
0.4432,-0.0772941
0.442,-0.0740548
0.4374,-0.0646676
0.4339,-0.0668347
0.4298,-0.0646046
0.4195,-0.0471533
0.4134,-0.0566945
0.3996,-0.0348452
0.3919,-0.0489049
0.3751,-0.0229974
0.3664,-0.0419327
0.36,-0.046624
0.3556,-0.0509066
0.3575,-0.0671455
0.3673,-0.0888021
0.3719,-0.0764744
0.3757,-0.0751171
0.3816,-0.0814485
0.3836,-0.0719498
0.3856,-0.0722986
0.3857,-0.0675186
0.3852,-0.0659164
0.3824,-0.0596206
0.3802,-0.0607519
0.3741,-0.0498405
0.3703,-0.0549853
0.3659,-0.052703
0.3559,-0.036819
0.3501,-0.0464124
0.3375,-0.027045
0.3306,-0.0402341
0.3234,-0.038221
0.308,-0.0148302
0.2998,-0.0315801
0.2828,-0.00639532
0.274,-0.0255656
0.2651,-0.0237609
0.2467,0.00343552
0.2372,-0.0173802
0.2182,0.00992092
0.2086,-0.0121398
0.1992,-0.0110055
0.1801,0.0168181
0.1705,-0.0054952
0.1519,0.0204736
0.1427,-0.00165688
0.1396,-0.0165187
-0.1868,0.856738
0.1776,-0.951083
0.2161,-0.1349
0.2442,-0.113541
0.2727,-0.119521
0.3281,-0.197106
0.3548,-0.129295
0.4041,-0.194958
0.4272,-0.132831
0.4489,-0.133081
0.4895,-0.187884
0.5083,-0.136118
0.5256,-0.135347
0.5569,-0.176156
0.5709,-0.134915
0.5946,-0.163541
0.6044,-0.130152
0.6128,-0.128082
0.6261,-0.142774
0.6308,-0.121879
0.6364,-0.125128
0.6373,-0.113418
0.637,-0.110335
0.6327,-0.0994854
0.6289,-0.100085
0.618,-0.0802567
0.611,-0.0888834
0.6029,-0.0846933
0.584,-0.0541271
0.5731,-0.0724261
0.5614,-0.0683657
0.5357,-0.0285336
0.5215,-0.0550946
0.4918,-0.0107774
0.4761,-0.0433893
0.46,-0.0395715
0.4263,0.0107458
0.4087,-0.0268373
0.391,-0.0234979
0.3357,0.0810864
0.2779,0.0974792
0.2589,0.00282284
0.223,0.0517563
0.2054,0.00861824
0.1883,0.010338
0.1546,0.0581303
0.138,0.0178478
0.122,0.0191232
0.0907,0.0632144
0.0756,0.0249429
0.0471,0.0637483
0.0336,0.0282277
0.0208,0.0286925
-0.0035,0.0619679
-0.0149,0.0313836
-0.0256,0.0314821
-0.0455,0.0581827
