CTE, steer_value
0.0107,-0.0664718
0.0181,-0.0480735
0.032,-0.066921
0.0386,-0.0496526
0.0509,-0.0662074
0.0567,-0.0508256
0.0622,-0.0510484
0.0725,-0.0649892
0.0774,-0.052235
0.0861,-0.0633764
0.0901,-0.052237
0.0938,-0.0521565
0.1005,-0.060934
0.1034,-0.0518797
0.1085,-0.0583609
0.1106,-0.0511895
0.1125,-0.051054
0.1154,-0.0541238
0.1165,-0.04981
0.118,-0.0511215
0.1183,-0.0481839
0.1182,-0.0471965
0.1178,-0.0464091
0.1172,-0.0458391
0.1153,-0.0422642
0.114,-0.0435911
0.1108,-0.038273
0.1089,-0.041261
0.1045,-0.0342165
0.1021,-0.0388825
0.0995,-0.0379577
0.0937,-0.0288979
0.0906,-0.0352054
0.084,-0.0252453
0.0804,-0.0322196
0.0768,-0.0316178
0.0692,-0.0202158
0.0652,-0.0286302
0.057,-0.0166144
0.0527,-0.0257298
0.0485,-0.0252663
0.0397,-0.01213
0.0352,-0.0222146
0.0261,-0.00902139
0.0216,-0.0198589
0.0125,-0.00666109
0.0079,-0.017224
-0.0011,-0.00454405
-0.0056,-0.0151199
-0.01,-0.0146016
-0.0188,-0.00195053
-0.0233,-0.0120153
-0.0319,-0.000152213
-0.0361,-0.0105175
-0.0402,-0.0100414
-0.0483,0.00148761
-0.0523,-0.0081496
-0.0597,0.00174617
-0.062,-0.0107092
-0.0648,-0.00893649
-0.0676,-0.0084253
-0.0608,-0.0338306
-0.0485,-0.0498469
-0.0421,-0.0360513
-0.028,-0.0579433
-0.0209,-0.0414995
-0.0011,-0.0770197
0.0051,-0.0437628
0.0163,-0.0583465
0.0215,-0.0441107
0.0264,-0.0442167
0.0357,-0.0569607
0.0401,-0.0453691
0.048,-0.0556006
0.0516,-0.0453884
0.0579,-0.0533242
0.0606,-0.0447256
0.0631,-0.044678
0.0675,-0.0502657
0.0693,-0.044038
0.0722,-0.0473457
0.0733,-0.0430174
0.0747,-0.0440443
0.075,-0.0413445
0.0751,-0.0408824
0.0747,-0.0395754
0.0742,-0.0392608
0.0725,-0.0359588
0.0714,-0.0373062
0.0686,-0.0325485
